long_1
0
0
0
0
0
1399875635
1399875635
1399875635
1399875633
1399875634
1399875633
1399875635
1399875633
1399875633
1399875633
1399875635
1399875634
1399875633
1399875633
1399875634
1399875634
1399875634
1399875633
1399875634
1399875634
1399875633
1399875634
1399875633
1399875634
1399875634
1399875633
1399875635
1399875633
1399875635
1399875634
1399875633
1399875635
1399875635
1399875634
1399875633
1399875635
1399875635
1399875634
1399875635
1399875633
1399875634
1399875633
1399875634
1399875633
1399875634
1399875634
1399875633
1399875634
1399875635
1399875634
1399875633
1399875634
1399875635
1399875633
1399875635
1399875634
1399875634
1399875634
1399875635
1399875635
1399875634
1399875635
1399875634
1399875635
1399875633
1399875634
1399875635
1399875633
1399875635
1399875634
1399875633
1399875635
1399875634
1399875634
1399875635
1399875633
1399875635
1399875633
1399875634
1399875634
1399875633
1399875633
1399875635
1399875635
1399875633
1399875634
1399875635
1399875633
1399875633
1399875634
1399875635
1399875634
1399875634
1399875634
1399875635
1399875633
1399875634
1399875635
1399875635
1399875635
1399875633
1399875634
1399875635
1399875635
1399875634
1399875633
1399875634
1399875634
1399875633
1399875635
1399875634
1399875635
1399875633
1399875633
1399875634
1399875633
1399875635
1399875634
1399875633
1399875633
1399875633
1399875634
1399875633
1399875635
1399875633
1399875634
1399875633
1399875634
1399875634
1399875635
1399875635
1399875634
1399875633
1399875635
1399875633
1399875633
1399875635
1399875635
1399875635
1399875633
1399875635
1399875633
1399875635
1399875633
1399875635
1399875634
1399875635
1399875633
1399875634
1399875635
1399875633
1399875635
1399875633
1399875635
1399875634
1399875633
1399875635
1399875634
1399875634
1399875634
1399875633
1399875633
1399875635
1399875633
1399875635
1399875633
1399875634
1399875635
1399875633
1399875634
1399875634
1399875635
1399875635
1399875635
1399875634
1399875634
1399875635
1399875635
1399875634
1399875634
1399875634
1399875635
1399875634
1399875635
1399875633
1399875634
1399875633
1399875635
1399875634
1399875634
1399875634
1399875633
1399875634
1399875634
1399875633
1399875635
1399875633
1399875635
1399875635
1399875634
1399875634
1399875634
1399875635
1399875634
1399875634
1399875634
1399875634
1399875633
1399875635
1399875633
1399875635
1399875635
1399875635
1399875633
1399875634
1399875633
1399875634
1399875633
1399875633
1399875633
1399875635
1399875635
1399875634
1399875634
1399875634
1399875634
1399875635
1399875634
1399875633
1399875635
1399875633
1399875634
1399875635
1399875635
1399875635
1399875633
1399875633
1399875634
1399875633
1399875633
1399875634
1399875635
1399875633
1399875633
1399875635
1399875633
1399875635
1399875634
1399875634
1399875633
1399875635
1399875633
1399875633
1399875633
1399875635
1399875634
1399875633
1399875635
1399875635
1399875633
1399875633
1399875635
1399875635
1399875634
1399875635
1399875634
1399875635
1399875633
1399875634
1399875634
1399875635
1399875634
1399875634
1399875635
1399875635
1399875635
1399875633
1399875634
1399875634
1399875635
1399875634
1399875634
1399875635
1399875635
1399875633
1399875634
1399875633
1399875633
1399875635
1399875633
1399875635
1399875633
1399875635
1399875634
1399875635
1399875634
1399875633
1399875633
1399875635
1399875635
1399875635
1399875634
1399875633
1399875634
1399875633
1399875633
1399875633
1399875635
1399875634
1399875635
1399875634
1399875635
1399875633
1399875634
1399875633
1399875635
1399875635
1399875633
1399875634
1399875633
1399875634
1399875634
1399875635
1399875635
1399875635
1399875634
1399875635
1399875633
1399875634
1399875635
1399875633
1399875635
1399875633
1399875634
1399875634
1399875633
1399875633
1399875633
1399875635
1399875634
1399875634
1399875633
1399875635
1399875634
1399875633
1399875634
1399875633
1399875634
1399875635
1399875633
1399875633
1399875633
1399875634
1399875634
1399875635
1399875635
1399875634
1399875633
1399875633
1399875635
1399875634
1399875633
1399875635
1399875634
1399875635
1399875635
1399875635
1399875633
1399875635
1399875635
1399875634
1399875634
1399875635
1399875634
1399875635
1399875635
1399875634
1399875633
1399875635
1399875634
1399875635
1399875634
1399875634
1399875634
1399875635
1399875634
1399875633
1399875633
1399875633
1399875635
1399875635
1399875633
1399875633
1399875635
1399875635
1399875635
1399875634
1399875635
1399875635
1399875634
1399875634
1399875635
1399875633
1399875633
1399875633
1399875633
1399875634
1399875634
1399875634
1399875634
1399875634
1399875635
1399875634
1399875634
1399875635
1399875635
1399875635
1399875635
1399875634
1399875635
1399875634
1399875634
1399875633
1399875633
1399875634
1399875633
1399875635
1399875634
1399875633
1399875635
1399875633
1399875634
1399875635
1399875634
1399875633
1399875633
1399875635
1399875634
1399875633
1399875634
1399875635
1399875633
1399875634
1399875633
1399875633
1399875635
1399875635
1399875633
1399875633
1399875635
1399875635
1399875635
1399875634
1399875633
1399875635
1399875633
1399875634
1399875634
1399875633
1399875635
1399875633
1399875635
1399875634
1399875634
1399875635
1399875634
1399875634
1399875633
1399875634
1399875633
1399875633
1399875634
1399875634
1399875635
1399875633
1399875633
1399875634
1399875634
1399875635
1399875633
1399875635
1399875634
1399875633
1399875634
1399875633
1399875634
1399875633
1399875633
1399875634
1399875634
1399875633
1399875633
1399875635
1399875635
1399875635
1399875635
1399875634
1399875633
1399875634
1399875634
